school_name,school_type,gu,dong,address,address_detail,founded,lat,lng,geocode_source
가락고등학교,고등학교,송파구,송파동,서울특별시 송파구 송이로 42,(송파동/가락고등학교),19881223,37.5010563298142,127.116425801136,addr
가락중학교,중학교,송파구,송파동,서울특별시 송파구 송이로 45,(송파동/가락중학교),19860129,37.5023397085349,127.11897125744,addr
가산중학교,중학교,금천구,독산동,서울특별시 금천구 시흥대로115길 48,(독산동),19700810,37.468777055274,126.894474890365,addr
가원중학교,중학교,송파구,가락동,서울특별시 송파구 중대로10길 40-18,(가락동/가원중학교),19881224,37.4909683312292,127.122978948911,addr
가재울고등학교,고등학교,서대문구,북가좌동,서울특별시 서대문구 수색로 100-35,(북가좌동),20130301,37.5743637013203,126.909529666957,addr
가재울중학교,중학교,서대문구,북가좌동,서울특별시 서대문구 수색로 100-75,(북가좌동/ 가재울중학교),20130301,37.5750983516219,126.909974232219,addr
강남중학교,중학교,동작구,대방동,서울특별시 동작구 대방동15길 29,(대방동/ 강남중학교),19590403,37.5027626308253,126.923346619702,addr
강동고등학교,고등학교,강동구,상일동,서울특별시 강동구 구천면로 572,(상일동),19841217,37.5499166487971,127.160668324892,addr
강동중학교,중학교,강동구,강일동,서울특별시 강동구 풍산로 237,/ 강동중학교 (강일동),20100301,37.5696502492074,127.177836046342,addr
강명중학교,중학교,강동구,강일동,서울특별시 강동구 상일로12길 56,(강일동/ 강명중학교),20120301,37.5556127825867,127.174608361426,addr
강북중학교,중학교,강북구,수유동,서울특별시 강북구 한천로150길 67,(수유동/ 강북중학교),19801227,37.6449158953693,127.025373389048,addr
강빛중학교,중학교,강동구,강일동,서울특별시 강동구 아리수로93다길 1,"(강일동, 강빛초중통합학교)",20210301,37.5743433210453,127.170774922577,addr
강서고등학교,고등학교,양천구,목동,서울특별시 양천구 목동중앙남로 27,/ 강서고등학교 (목동),19831101,37.5363155693554,126.865771125825,addr
강신중학교,중학교,양천구,신월동,서울특별시 양천구 남부순환로 604,(신월동/강신중학교),19881224,37.5151371613165,126.838160107241,addr
강일고등학교,고등학교,강동구,강일동,서울특별시 강동구 아리수로98길 40,(강일동),20100301,37.5638280994729,127.177903473129,addr
강일중학교,중학교,강동구,암사동,서울특별시 강동구 고덕로27길 12,(암사동414-17),19821209,37.5553453453104,127.138008577115,addr
강현중학교,중학교,동작구,상도동,서울특별시 동작구 상도로13라길 22,/ 강현중학교 (상도동),19680806,37.5031159857549,126.930756309893,addr
개봉중학교,중학교,구로구,개봉동,서울특별시 구로구 고척로21나길 68,(개봉동),19840504,37.5035293156194,126.842399758595,addr
개운중학교,중학교,성북구,돈암동,서울특별시 성북구 북악산로 935,(돈암동/개운중학교),20060301,37.5946266547149,127.024842114657,addr
개웅중학교,중학교,구로구,개봉동,서울특별시 구로구 개봉로11길 81,/ 개웅중학교 (개봉동/개웅중학교),19870212,37.48752689616,126.851071080046,addr
개원중학교,중학교,강남구,개포동,서울특별시 강남구 영동대로 101,/ 개원중학교 (개포동/개원중학교),19841204,37.4915905275033,127.071900307455,addr
개포고등학교,고등학교,강남구,개포동,서울특별시 강남구 개포로 402,(개포동/ 개포고등학교),19870512,37.4850425995284,127.059305485497,addr
개포중학교,중학교,강남구,개포동,서울특별시 강남구 선릉로 9,(개포동/개포중학교),19821209,37.4804473919149,127.062402866859,addr
거원중학교,중학교,송파구,거여동,서울특별시 송파구 양산로2길 30,(거여동/거원중학교),19971220,37.4876964764281,127.146542554504,addr
건국대학교사범대학부속고등학교,고등학교,광진구,화양동,서울특별시 광진구 능동로 120,/ 건국대학교사범대학부속고등학교 (화양동),19800131,37.539182674872,127.074711902268,addr
건국대학교사범대학부속중학교,중학교,광진구,,서울특별시 광진구 자양로 145-1,건국대학교사범대학부속중학교,19671230,37.5417240729902,127.081597057268,addr
경기고등학교,고등학교,강남구,삼성동,서울특별시 강남구 영동대로 643,/ 경기고등학교 (삼성동),19001003,37.517564539911,127.056075505663,addr
경기기계공업고등학교,고등학교,노원구,하계동,서울특별시 노원구 공릉로 264,(하계동),19570215,37.6322400488783,127.074928451599,addr
경기기계공업고등학교부설미래기술교육센터,공동실습소,노원구,하계동,서울특별시 노원구 공릉로 264,(하계동/ 경기기계공업고등학교),19820601,37.6322400488783,127.074928451599,addr
경기상업고등학교,고등학교,종로구,청운동,서울특별시 종로구 자하문로 136,(청운동),19230206,37.5892585316989,126.970057092906,addr
경기여자고등학교,고등학교,강남구,개포동,서울특별시 강남구 삼성로 29,/ 경기여자고등학교 (개포동),19080401,37.4869545236322,127.06612364407,addr
경기여자고등학교부설방송통신고등학교,방송통신고등학교,강남구,개포동,서울특별시 강남구 삼성로 29,(개포동/경기여자고등학교),19740301,37.4869545236322,127.06612364407,addr
경기초등학교,초등학교,서대문구,,서울특별시 서대문구 경기대로9길 10,(충정로2가/경기초등학교),19641203,37.5651102907996,126.962860648912,addr
경동고등학교,고등학교,성북구,삼선동,서울특별시 성북구 보문로29길 49,(삼선동3가/ 경동고등학교),19400416,37.5859418116443,127.01457927632,addr
경동고등학교부설방송통신고등학교,방송통신고등학교,성북구,삼선동,서울특별시 성북구 보문로29길 49,(삼선동3가/ 경동고등학교),19741231,37.5859418116443,127.01457927632,addr
경문고등학교,고등학교,동작구,동작동,서울특별시 동작구 동작대로 171,/ 경문고등학교 (동작동),19800124,37.4934188575707,126.982273400501,addr
경복고등학교,고등학교,종로구,청운동,서울특별시 종로구 자하문로28가길 9,/ 경복고등학교 (청운동/경복고등학교),19210502,37.585945671102,126.971510913077,addr
경복고등학교부설방송통신고등학교,방송통신고등학교,종로구,청운동,서울특별시 종로구 자하문로28가길 9,(청운동),19740323,37.585945671102,126.971510913077,addr
경복비즈니스고등학교,고등학교,강서구,등촌동,서울특별시 강서구 화곡로 379,(등촌동),19721002,37.5580972589988,126.852670273321,addr
경복여자고등학교,고등학교,강서구,등촌동,서울특별시 강서구 화곡로63길 40,/ 경복여자고등학교 (등촌동),19931002,37.5578218303652,126.850595718037,addr
경복초등학교,초등학교,광진구,능동,서울특별시 광진구 천호대로130길 58,/ 경복초등학교 (능동),19650302,37.5498138606171,127.086793350213,addr
경서중학교,중학교,강서구,가양동,서울특별시 강서구 양천로59길 31,(가양동),19500901,37.5612418553699,126.857763950485,addr
경성고등학교,고등학교,마포구,연남동,서울특별시 마포구 성미산로 111,/ 경성고등학교 (연남동),19671229,37.563510635781,126.919166278819,addr
경성중학교,중학교,마포구,연남동,서울특별시 마포구 성미산로 111,/ 경성중학교 (연남동/경성중고등학교),19670902,37.563510635781,126.919166278819,addr
경수중학교,중학교,성동구,성수동,서울특별시 성동구 뚝섬로13길 14,(성수동2가),19801227,37.5395090367488,127.059271203056,addr
경신고등학교,고등학교,종로구,혜화동,서울특별시 종로구 혜화로 74,(혜화동/경신중고등학교),18850509,37.5922022663657,126.999531005507,addr
경신중학교,중학교,종로구,혜화동,서울특별시 종로구 혜화로 74,(혜화동/경신중고등학교),18850509,37.5922022663657,126.999531005507,addr
경원중학교,중학교,서초구,잠원동,서울특별시 서초구 신반포로33길 39,(잠원동/경원중학교),19810301,37.5115815961934,127.009018254738,addr
경인고등학교,고등학교,구로구,고척동,서울특별시 구로구 경인로46길 31,/ 경인고등학교 (고척동),20020301,37.4959926823743,126.86542887783,addr
경인중학교,중학교,구로구,개봉동,서울특별시 구로구 경인로 301,(개봉동),19691111,37.4984656617815,126.853672529481,addr
경일고등학교,고등학교,성동구,성수동,서울특별시 성동구 성수일로 27,/ 경일고등학교 (성수동1가),20040506,37.5438083798316,127.047853796815,addr
경일중학교,중학교,성동구,성수동,서울특별시 성동구 성수일로 27,(성수동1가),20031230,37.5438083798316,127.047853796815,addr
경희고등학교,고등학교,동대문구,회기동,서울특별시 동대문구 경희대로 26,(회기동/ 경희고등학교),19591212,37.5939491407769,127.054890960564,addr
경희여자고등학교,고등학교,동대문구,,서울특별시 동대문구 경희대로 26,경희여자고등학교,19600209,37.5939491407769,127.054890960564,addr
경희여자중학교,중학교,동대문구,회기동,서울특별시 동대문구 경희대로 26,(회기동),19600209,37.5939491407769,127.054890960564,addr
경희중학교,중학교,동대문구,회기동,서울특별시 동대문구 경희대로 26,/ 경희중학교 (회기동),19591212,37.5939491407769,127.054890960564,addr
경희초등학교,초등학교,동대문구,회기동,서울특별시 동대문구 경희대로 26,/ 경희초등학교 (회기동/ 경희대학교),19610331,37.5939491407769,127.054890960564,addr
계성고등학교,고등학교,성북구,길음동,서울특별시 성북구 길음로 63,/ 계성고등학교 (길음동),19440908,37.6075324963563,127.020335456853,addr
계성초등학교,초등학교,서초구,반포동,서울특별시 서초구 신반포로19길 23,/ 계성초등학교 (반포동),18820908,37.5049357208076,126.996654362592,addr
고덕중학교,중학교,강동구,고덕동,서울특별시 강동구 동남로82길 94,(고덕동),19841130,37.5603584289834,127.161761886139,addr
고려대학교사범대학부속고등학교,고등학교,성북구,정릉동,서울특별시 성북구 정릉로 161,/ 고려대학교사범대학부속고등학교 (정릉동),19680311,37.6080476933587,127.002616144531,addr
고려대학교사범대학부속중학교,중학교,성북구,정릉동,서울특별시 성북구 정릉로 161,(정릉동/고려대학교사범대학부속중학교),19680311,37.6080476933587,127.002616144531,addr
고명외식고등학교,고등학교,성북구,돈암동,서울특별시 성북구 북악산로 870,(돈암동),19560221,37.597674141541,127.019187491701,addr
고명중학교,중학교,성북구,돈암동,서울특별시 성북구 북악산로 870,(돈암동/고명중학교),19550315,37.597674141541,127.019187491701,addr
고척고등학교,고등학교,구로구,고척동,서울특별시 구로구 중앙로15길 162,/ 고척고등학교 (고척동/ 고척고등학교),19841215,37.5080493827144,126.849869103403,addr
고척중학교,중학교,구로구,고척동,서울특별시 구로구 중앙로3길 20,/ 고척중학교 (고척동),19841208,37.4997408260167,126.861342460735,addr
공릉중학교,중학교,노원구,공릉동,서울특별시 노원구 노원로1길 42,(공릉동/공릉중학교),19841208,37.6221359473952,127.083501333421,addr
공항고등학교,고등학교,강서구,마곡동,서울특별시 강서구 방화대로34길 43,(마곡동/ 공항고등학교),19821130,37.5704610944881,126.81851983357,addr
공항중학교,중학교,강서구,공항동,서울특별시 강서구 방화대로 241,(공항동/공항중학교),19550428,37.5621745590982,126.814808958668,addr
관악고등학교,고등학교,영등포구,양평동,서울특별시 영등포구 영등포로6길 26,(양평동2가),19550427,37.5217916605406,126.88292354628,addr
관악중학교,중학교,관악구,봉천동,서울특별시 관악구 남부순환로237길 60,/ 관악중학교 (봉천동),19810225,37.4812582784976,126.961912338875,addr
광남고등학교,고등학교,광진구,광장동,서울특별시 광진구 아차산로70길 17-16,/ 광남고등학교 (광장동/ 광남고등학교),19860125,37.541514723184,127.101213923003,addr
광남중학교,중학교,광진구,광장동,서울특별시 광진구 아차산로70길 17-62,/ 광남중학교 (광장동),19930116,37.5408304051926,127.101643877784,addr
광문고등학교,고등학교,강동구,고덕동,서울특별시 강동구 동남로 968,/ 광문고등학교 (고덕동),19851105,37.5604616297792,127.158546528744,addr
광성고등학교,고등학교,마포구,신수동,서울특별시 마포구 신수로8길 20,(신수동),18940406,37.5486975552073,126.935969575594,addr
광성중학교,중학교,,신수동,서울 마포구 신수로8길 20,(신수동/광성중고등학교),18940406,37.5486975552073,126.935969575594,addr
광성하늘빛학교,특수학교,송파구,풍납동,서울특별시 송파구 올림픽로 625,/ 광성하늘빛학교 (풍납동/광성교회),19991108,37.537381320793,127.122235500675,addr
광신고등학교,고등학교,관악구,신림동,서울특별시 관악구 광신길 141,(신림동/광신중고등학교),19870120,37.4644762024804,126.925940565455,addr
광신방송예술고등학교,고등학교,관악구,신림동,서울특별시 관악구 광신길 141,(신림동/ 광신방송예술고등학교),19051010,37.4644762024804,126.925940565455,addr
광신중학교,중학교,관악구,신림동,서울특별시 관악구 광신길 141,/ 광신중학교 (신림동),19511010,37.4644762024804,126.925940565455,addr
광양고등학교,고등학교,광진구,자양동,서울특별시 광진구 자양로3가길 31,(자양동),19861215,37.529378916523,127.085182284683,addr
광양중학교,중학교,광진구,자양동,서울특별시 광진구 자양로3길 7,(자양동),19860129,37.5308913414973,127.08616998675,addr
광영고등학교,고등학교,양천구,신월동,서울특별시 양천구 남부순환로30길 17,(신월동/광영고등학교),19850201,37.5371981027922,126.823275879439,addr
광영여자고등학교,고등학교,양천구,신월동,서울특별시 양천구 남부순환로30길 17,/ 광영여자고등학교 (신월동),19841217,37.5371981027922,126.823275879439,addr
광운인공지능고등학교,고등학교,노원구,월계동,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교),19340520,37.6192431974844,127.056540751938,addr
광운중학교,중학교,노원구,월계동,서울특별시 노원구 광운로1길 24,(월계동/광운중학교),19641207,37.6192431974844,127.056540751938,addr
광운초등학교,초등학교,성북구,장위동,서울특별시 성북구 한천로 694,/ 광운초등학교 (장위동/ 광운초등학교),19651025,37.6189751371516,127.055243952183,addr
광장중학교,중학교,광진구,광장동,서울특별시 광진구 광장로1길 1,/ 광장중학교 (광장동),19821209,37.5471775185817,127.101927589353,addr
광진중학교,중학교,광진구,자양동,서울특별시 광진구 뚝섬로64길 45,(자양동/광진중학교),19790901,37.5322195901849,127.090162126057,addr
광희중학교,중학교,성동구,응봉동,서울특별시 성동구 독서당로62길 46,/ 광희중학교 (응봉동),19370521,37.5511545255411,127.033980048989,addr
교남학교,특수학교,강서구,화곡동,서울특별시 강서구 까치산로22길 38,/ 교남학교 (화곡동),19830125,37.5479710903422,126.852349022502,addr
구로고등학교,고등학교,구로구,구로동,서울특별시 구로구 가마산로27길 45,/ 구로고등학교 (구로동),19811231,37.4988400846064,126.890309191986,addr
구로중학교,중학교,구로구,구로동,서울특별시 구로구 구로중앙로 48,(구로동),19780105,37.4948597203552,126.891099914602,addr
구룡중학교,중학교,강남구,개포동,서울특별시 강남구 선릉로 103,"(개포동,구룡중학교)",19881224,37.4862129389068,127.056507505045,addr
구산중학교,중학교,은평구,구산동,서울특별시 은평구 갈현로15길 20-23,(구산동/구산중학교),19811209,37.6098720248468,126.90948871144,addr
구암고등학교,고등학교,관악구,봉천동,서울특별시 관악구 성현로 57,(봉천동/구암고등학교),20120301,37.4925540129161,126.950219161074,addr
구암중학교,중학교,관악구,봉천동,서울특별시 관악구 성현로 53,(봉천동),20040301,37.4927662360841,126.949035651603,addr
구의중학교,중학교,광진구,화양동,서울특별시 광진구 광나루로30길 80,(화양동),19840430,37.5428503028479,127.078840375276,addr
구일고등학교,고등학교,구로구,구로동,서울특별시 구로구 구일로 90-51,(구로동),19900120,37.4935052933826,126.874618469825,addr
구일중학교,중학교,구로구,구로동,서울특별시 구로구 구일로 90-133,(구로동),19900120,37.4953009067244,126.873770176593,addr
구현고등학교,고등학교,구로구,구로동,서울특별시 구로구 경인로53가길 17,(구로동),20080301,37.5022832205782,126.874418207198,addr
국립국악고등학교,고등학교,강남구,개포동,서울특별시 강남구 개포로22길 65,(개포동/ 국악고등학교),19550401,37.4762397420077,127.051213825746,addr
국립국악중학교,각종학교(중),강남구,개포동,서울특별시 강남구 개포로22길 65,/ 국립국악중고등학교 (개포동),19550401,37.4762397420077,127.051213825746,addr
국립전통예술고등학교,고등학교,금천구,시흥동,서울특별시 금천구 시흥대로38길 62,(시흥동),19600513,37.4463710473917,126.906462134788,addr
국립전통예술중학교,각종학교(중),금천구,시흥동,서울특별시 금천구 시흥대로38길 62,(시흥동),19600310,37.4463710473917,126.906462134788,addr
국사봉중학교,중학교,동작구,상도동,서울특별시 동작구 양녕로20길 20,/ 국사봉중학교 (상도동),19860119,37.493532631943,126.944055659373,addr
금성초등학교,초등학교,중랑구,신내동,서울특별시 중랑구 신내로21길 55,/ 금성초등학교 (신내동),19650607,37.6153151256555,127.089858462734,addr
금옥여자고등학교,고등학교,양천구,신정동,서울특별시 양천구 신정로 213,(신정동),19810115,37.5109653172242,126.843971681779,addr
금옥중학교,중학교,양천구,신정동,서울특별시 양천구 신정로 213,/ 금옥중학교 (신정동),19810301,37.5109653172242,126.843971681779,addr
금천고등학교,고등학교,금천구,시흥동,서울특별시 금천구 시흥대로38길 26,(시흥동/금천고등학교),19831208,37.4448950223082,126.904901769267,addr
금천문화예술정보학교,각종학교(고),금천구,독산동,서울특별시 금천구 남부순환로126길 25,/ 금천문화예술정보학교 (독산동),20170301,37.4792685652716,126.907219449459,addr
금호고등학교,고등학교,성동구,금호동,서울특별시 성동구 금호로 118,(금호동1가),20170301,37.5536214995345,127.023433782844,addr
금호중학교,중학교,중구,신당동,서울특별시 중구 청구로 6,", 금호중학교 (신당동)",19680806,37.558394748875,127.020846448277,addr
길음중학교,중학교,성북구,길음동,서울특별시 성북구 길음로 144 ,/ 길음중학교 (길음동),20120301,37.6140334599191,127.017752359697,addr
꿈타래학교,각종학교(고),관악구,신림동,서울특별시 관악구 신림로 67,(신림동/서울산업정보학교),20030118,37.4705041702937,126.941940568518,addr
난곡중학교,중학교,금천구,독산동,서울특별시 금천구 문성로 67,(독산동),19800124,37.4780455835119,126.910791624653,addr
난우중학교,중학교,관악구,신림동,서울특별시 관악구 난곡로16길 32,/ 난우중학교 (신림동),19840423,37.4668039555901,126.922828324577,addr
남강고등학교,고등학교,관악구,신림동,서울특별시 관악구 난곡로34길 80,(신림동),19721229,37.4713756726623,126.924909105757,addr
남강중학교,중학교,관악구,신림동,서울특별시 관악구 난곡로34길 80,(신림동/남강중고등학교),19710130,37.4713756726623,126.924909105757,addr
남대문중학교,중학교,성북구,장위동,서울특별시 성북구 한천로 660-30,(장위동/ 남대문중학교),19340520,37.6185360086599,127.055981121102,addr
남서울중학교,중학교,관악구,신림동,서울특별시 관악구 남부순환로172길 97,/ 남서울중학교 (신림동),19641112,37.4821362472153,126.921037135349,addr
남성중학교,중학교,동작구,사당동,서울특별시 동작구 남부순환로269길 166,(사당동/남성중학교),19821209,37.4790082237647,126.97241407945,addr
내곡중학교,중학교,서초구,신원동,서울특별시 서초구 청계산로7길 9-20,(신원동),20180208,37.4520032504691,127.054444623274,addr
노곡중학교,중학교,도봉구,창동,서울특별시 도봉구 노해로70길 95,(창동/노곡중학교),19881219,37.6488025057469,127.053743652903,addr
노원고등학교,고등학교,노원구,상계동,서울특별시 노원구 노원로 586,(상계동),19881223,37.6618031933787,127.054019473757,addr
노원중학교,중학교,노원구,상계동,서울특별시 노원구 동일로213길 26,(상계동/노원중학교),19881224,37.6493611386676,127.059691996616,addr
노일중학교,중학교,노원구,상계동,서울특별시 노원구 동일로231길 24,/ 노일중학교 (상계동),19950301,37.6722888633529,127.053889693074,addr
녹천중학교,중학교,노원구,월계동,서울특별시 노원구 월계로 376,(월계동),19950110,37.6310791072444,127.061742156935,addr
누리학교,특수학교,동작구,대방동,서울특별시 동작구 상도로 53,/ 누리학교 (대방동),19980429,37.4999735128686,126.926521632974,addr
누원고등학교,고등학교,도봉구,도봉동,서울특별시 도봉구 마들로 849,/ 누원고등학교 (도봉동),20030106,37.6855689580624,127.049932683549,addr
다니엘학교,특수학교,서초구,내곡동,서울특별시 서초구 헌릉로468길 21-16,(내곡동/다니엘학교),19741213,37.4601639011933,127.092319064657,addr
단국대학교부속소프트웨어고등학교,고등학교,강남구,대치동,서울특별시 강남구 도곡로64길 21,(대치동 1013),19410525,37.4956174948977,127.057768228297,addr
단국대학교사범대학부속고등학교,고등학교,강남구,대치동,서울특별시 강남구 도곡로64길 21,(대치동),19831226,37.4956174948977,127.057768228297,addr
단국대학교사범대학부속중학교,중학교,강남구,대치동,서울특별시 강남구 도곡로64길 21,(대치동),19410525,37.4956174948977,127.057768228297,addr
당곡고등학교,고등학교,관악구,봉천동,서울특별시 관악구 봉천로21길 108,/ 당곡고등학교 (봉천동),19831226,37.4917603442825,126.934246405052,addr
당곡중학교,중학교,관악구,봉천동,서울특별시 관악구 봉천로13길 101,/ 당곡중학교 (봉천동),19821209,37.4923586311415,126.932678731475,addr
당산서중학교,중학교,영등포구,당산동,서울특별시 영등포구 당산로41길 12,(당산동5가/당산서중학교),19821209,37.5324839425003,126.898825095957,addr
당산중학교,중학교,영등포구,당산동,서울특별시 영등포구 버드나루로 160,(당산동),19680806,37.5320330761599,126.907614032983,addr
대경생활과학고등학교,고등학교,중구,신당동,서울특별시 중구 매봉18길 111,(신당동),19560228,37.5563732600255,127.016979156363,addr
대경중학교,중학교,중구,신당동,서울특별시 중구 매봉18길 111,(신당동),19560228,37.5563732600255,127.016979156363,addr
대광고등학교,고등학교,동대문구,신설동,서울특별시 동대문구 안암로 6,/ 대광고등학교 (신설동),19471125,37.5779549391135,127.025328234604,addr
대광중학교,중학교,동대문구,신설동,서울특별시 동대문구 안암로 6,(신설동),19471125,37.5779549391135,127.025328234604,addr
대광초등학교,초등학교,성북구,보문동,서울특별시 성북구 안암로 5,(보문동7가/대광초등학교),19651201,37.5791510372431,127.023445857158,addr
대동세무고등학교,고등학교,종로구,계동,서울특별시 종로구 계동길 84-10,(계동),19250418,37.5815827310558,126.987951316186,addr
대림중학교,중학교,영등포구,대림동,서울특별시 영등포구 시흥대로185길 6,(대림동/대림중학교),19840109,37.4921386164499,126.906943001077,addr
대명중학교,중학교,강남구,대치동,서울특별시 강남구 역삼로87길 26,(대치동/ 대명중학교),19900120,37.5063189430786,127.060778124521,addr
대방중학교,중학교,동작구,신대방동,서울특별시 동작구 여의대방로10길 24,(신대방동/ 대방중학교),19720901,37.4954367843295,126.91301619957,addr
대성고등학교,고등학교,은평구,갈현동,서울특별시 은평구 갈현로29길 51-24,/ 대성고등학교 (갈현동),19690109,37.6231422778381,126.909790703133,addr
대성중학교,중학교,은평구,갈현동,서울특별시 은평구 갈현로29길 51-24,/ 대성중학교 (갈현동),19690115,37.6231422778381,126.909790703133,addr
대신고등학교,고등학교,종로구,행촌동,서울특별시 종로구 사직로 9,(행촌동),19380405,37.573123769216,126.96125454884,addr
대신중학교,중학교,종로구,행촌동,서울특별시 종로구 사직로 9,(행촌동),19380405,37.573123769216,126.96125454884,addr
대영고등학교,고등학교,영등포구,신길동,서울특별시 영등포구 도림로86길 16,(신길동/ 대영고등학교),19871215,37.5036530645899,126.905518076656,addr
대영중학교,중학교,영등포구,신길동,서울특별시 영등포구 도림로80가길 14,(신길동/대영중학교),19880202,37.5034378363342,126.905208015838,addr
대왕중학교,중학교,강남구,수서동,서울특별시 강남구 광평로20길 7,(수서동/ 대왕중학교),19940105,37.4834603317394,127.087338052671,addr
대원고등학교,고등학교,광진구,중곡동,서울특별시 광진구 용마산로22길 26,/ 대원고등학교 (중곡동),19770520,37.5624502219725,127.089376716312,addr
대원국제중학교,중학교,광진구,중곡동,서울특별시 광진구 용마산로22길 26,/ 대원국제중학교 (중곡동),19770520,37.5624502219725,127.089376716312,addr
대원여자고등학교,고등학교,광진구,중곡동,서울특별시 광진구 용마산로22길 26,(중곡동),19821013,37.5624502219725,127.089376716312,addr
대원외국어고등학교,고등학교,광진구,중곡동,서울특별시 광진구 용마산로22길 26,(중곡동),19831007,37.5624502219725,127.089376716312,addr
대일고등학교,고등학교,강서구,등촌동,서울특별시 강서구 등촌로 105,(등촌동),19720926,37.5394886976531,126.863403109826,addr
대일관광고등학교,고등학교,양천구,신정동,서울특별시 양천구 신정이펜1로 11,/ 대일관광고등학교 (신정동/ 대일관광고등학교),19800926,37.5114137684075,126.834906714744,addr
대일외국어고등학교,고등학교,성북구,정릉동,서울특별시 성북구 서경로 116,(정릉동/대일외국어고등학교),19840304,37.6133045933527,127.014175970968,addr
대진고등학교,고등학교,노원구,하계동,서울특별시 노원구 공릉로62가길 47,/ 대진고등학교 (하계동),19840613,37.6378068538477,127.076090022542,addr
대진디자인고등학교,고등학교,강남구,수서동,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),19940325,37.4904281491372,127.095979339516,addr
대진여자고등학교,고등학교,노원구,중계동,서울특별시 노원구 공릉로 438,/ 대진여자고등학교 (중계동),19880212,37.6461248249441,127.06719658578,addr
대청중학교,중학교,강남구,대치동,서울특별시 강남구 양재천로 321,(대치동/ 대청중학교),19870506,37.490348545788,127.058033515123,addr
대치중학교,중학교,강남구,도곡동,서울특별시 강남구 남부순환로378길 39,(도곡동/대치중학교),19860129,37.4845775128634,127.047065232332,addr
덕산중학교,중학교,은평구,신사동,서울특별시 은평구 가좌로 400,(신사동),19880202,37.6022573973254,126.904677132229,addr
덕성여자고등학교,고등학교,종로구,안국동,서울특별시 종로구 율곡로3길 50,/ 덕성여자고등학교 (안국동),19200419,37.5777608153459,126.983558137257,addr
덕성여자중학교,중학교,종로구,송현동,서울특별시 종로구 율곡로3길 49,(송현동),19200419,37.5777859821946,126.981909156246,addr
덕수고등학교,고등학교,송파구,거여동,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",19100413,37.4855916213524,127.1470595726,addr
덕수중학교,중학교,,인현동,서울 중구 마른내로9길 10,(인현동2가/덕수중학교),19100413,37.5655795665775,126.996997330546,addr
덕원여자고등학교,고등학교,강서구,내발산동,서울특별시 강서구 강서로45길 91-44,(내발산동/덕원여자고등학교),19780429,37.5486225773288,126.829024518952,addr
덕원예술고등학교,고등학교,강서구,내발산동,서울특별시 강서구 강서로45길 91-44,/ 덕원예술고등학교 (내발산동),19911107,37.5486225773288,126.829024518952,addr
덕원중학교,중학교,강서구,내발산동,서울특별시 강서구 강서로45길 91-44,(내발산동/덕원중학교),19780429,37.5486225773288,126.829024518952,addr
덕일전자공업고등학교,고등학교,구로구,오류동,서울특별시 구로구 서해안로21길 5-12,(오류동),19941005,37.4905365201163,126.837134461147,addr
덜위치칼리지서울영국학교,외국인학교,서초구,반포동,서울특별시 서초구 신반포로15길 6,(반포동),20101020,37.5042903762188,126.995340780275,addr
도곡중학교,중학교,강남구,도곡동,서울특별시 강남구 언주로57길 31,(도곡동/도곡중학교),19910121,37.4922937289635,127.044785558988,addr
도봉중학교,중학교,도봉구,도봉동,서울특별시 도봉구 마들로 671,(도봉동/도봉중학교),19710901,37.6708838426227,127.045871656464,addr
도선고등학교,고등학교,성동구,하왕십리동,서울특별시 성동구 마장로 156,(하왕십리동),20170301,37.5668439494,127.026995731182,addr
독산고등학교,고등학교,금천구,독산동,서울특별시 금천구 문성로 64,/ 독산고등학교 (독산동),20011231,37.4762187185354,126.910939635513,addr
동광초등학교,초등학교,금천구,시흥동,서울특별시 금천구 탑골로10길 45,/ 동광초등학교 (시흥동),20010301,37.4519206711218,126.915824008297,addr
동구여자중학교,중학교,성북구,성북동,서울특별시 성북구 성북로8길 71,(성북동/동구여자중학교),19420617,37.5941065881018,127.008215538987,addr
동국대학교사범대학부속가람고등학교,고등학교,광진구,,서울특별시 광진구 광나루로36길 47,동국대학교사범대학부속가람고등학교,19300620,37.5419210650592,127.086977917618,addr
동국대학교사범대학부속가람중학교,중학교,광진구,구의동,서울특별시 광진구 광나루로36길 47,", 동국대학교사범대학부속가람중학교 (구의동)",19300620,37.5419210650592,127.086977917618,addr
동국대학교사범대학부속고등학교,고등학교,동대문구,장안동,서울특별시 동대문구 장안벚꽃로 201,(장안동/동국대학교사범대학부속고등학교),19470624,37.5780471818476,127.075133018965,addr
동국대학교사범대학부속중학교,중학교,동대문구,장안동,서울특별시 동대문구 장안벚꽃로 201,(장안동),19470624,37.5780471818476,127.075133018965,addr
동대문중학교,중학교,동대문구,전농동,서울특별시 동대문구 사가정로 59,/ 동대문중학교 (전농동),19630123,37.5745220668493,127.051994343436,addr
동덕여자고등학교,고등학교,서초구,방배동,서울특별시 서초구 효령로2길 123-5,/ 동덕여자고등학교 (방배동),19100428,37.4758460567445,126.992615816174,addr
동덕여자중학교,중학교,서초구,방배동,서울특별시 서초구 효령로2길 123-5,(방배동/동덕여자중고등학교),19080427,37.4758460567445,126.992615816174,addr
